id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1363867065584533091,A piece of mind,650062372,Mataiya,,THIRTEENTH WARD,42.66891,-73.79096,Entire home/apt,217,1,3,2025-05-18,2.37,1,352,3,
1365428503448527322,Downtown Albany Spacious 2BR | Free Parking,664328482,Oluyinka,,SECOND WARD,42.6436654,-73.7536006,Entire home/apt,91,1,26,2025-06-04,7.88,1,349,26,
1366933239765507591,Vacation Home in Albany,680411288,Stephanie,,EIGHTH WARD,42.64533014600323,-73.789131045637,Entire home/apt,258,1,14,2025-06-01,5.00,1,309,14,
1369127908322228929,Capital Comfort Stay,584109093,Cecilia,,FOURTH WARD,42.66159372265361,-73.75439956511829,Entire home/apt,85,1,6,2025-05-30,2.12,1,352,6,
1369768924474303403,Near Hospitals: Home w/ Yard in Albany!,121680792,Evolve,,FIRST WARD,42.63962651941938,-73.7733080081594,Entire home/apt,203,2,0,,,5,357,0,
1371626040166892504,Central cozy quiet 4 bedroom w/King bed,20536619,Emily,,TENTH WARD,42.66315402479468,-73.78910123743358,Entire home/apt,164,7,0,,,8,208,0,
1371829070623409671,"Walk to Albany Med, MVP Arena, Washington Park",265861488,Vander,,SIXTH WARD,42.65040602684423,-73.76433185078635,Entire home/apt,68,1,13,2025-06-01,6.00,1,288,13,
1375007693720508441,A peaceful home away from home,385963105,Samantha,,FOURTEENTH WARD,42.66598411229728,-73.81880097091198,Entire home/apt,128,7,1,2025-05-24,1,1,66,1,
1376989617162173438,Cozy Sunshine,233515764,Etem,,SEVENTH WARD,42.64764408604364,-73.7715925383664,Entire home/apt,74,1,2,2025-04-30,0.85,6,198,2,
1377446918025263146,"Woodlands room, private queen, walk to AMC",20536619,Emily,,TENTH WARD,42.66148231183373,-73.78761856260732,Private room,44,28,0,,,8,63,0,
1377471842094741150,Bright private queen room,20536619,Emily,,TENTH WARD,42.66310642184764,-73.78716159656459,Private room,52,28,0,,,8,100,0,
1377480167938312156,"Peony room, private w/ King bed!",20536619,Emily,,TENTH WARD,42.66183099633526,-73.78755056940085,Private room,53,28,0,,,8,123,0,
1377916686119912961,Furnished brand new studio,26674574,Zainab,,TWELFTH WARD,42.6868252,-73.8111413,Entire home/apt,64,3,3,2025-05-20,1.27,1,262,3,
1379906377578749938,Cozy Sunset,233515764,Etem,,SEVENTH WARD,42.64626119280813,-73.7715113891403,Entire home/apt,,1,8,2025-05-25,3.00,6,306,8,
1380555997747082021,Luxury Albany Hotel w/Breakfast Next to Downtown,466790114,Zohar,,ELEVENTH WARD,42.6800233833328,-73.78522330726621,Private room,51,1,2,2025-05-18,0.94,9,360,2,
1381163571420241600,Albany 2BR Stay Close to Downtown W/Free Breakfast,466790114,Zohar,,ELEVENTH WARD,42.68231684583981,-73.7836715628194,Entire home/apt,49,1,5,2025-05-19,2.14,9,345,5,
1383910626115273822,"Cranberry room, large private queen, central loc.",20536619,Emily,,TENTH WARD,42.66317303594558,-73.78912755444637,Private room,51,21,0,,,8,133,0,
1390171272060324410,New Large Bedroom! Has Parking!,55596850,Alain,,NINTH WARD,42.66002,-73.79333,Private room,53,5,1,2025-05-15,1,3,303,1,
1393472438317281309,Cozy Albany Suite Close to downtown W/breakfast.,466790114,Zohar,,ELEVENTH WARD,42.67776,-73.78216,Entire home/apt,55,1,3,2025-05-18,1.58,9,354,3,
1393482542585537728,Cozy Albany Suite Next to downtown W/breakfast,466790114,Zohar,,FIFTH WARD,42.67652148547361,-73.78111383843994,Entire home/apt,70,1,2,2025-04-18,1.03,9,334,2,
1393489507693048211,Albany 2BR Stay Close to Downtown W/Breakfast,466790114,Zohar,,ELEVENTH WARD,42.6774277859628,-73.78242873068034,Entire home/apt,56,1,1,2025-05-26,1,9,353,1,
1393634713342137582,Albany Cozy 2BR Room with breakfast & Gym,466790114,Zohar,,ELEVENTH WARD,42.67610273877896,-73.78233682651273,Entire home/apt,57,1,2,2025-05-18,2,9,347,2,
1393634936904017469,New Bedroom! Includes Parking!,55596850,Alain,,NINTH WARD,42.659475284293904,-73.79368120012339,Private room,48,5,2,2025-05-09,1.46,3,287,2,
1393638070589049592,Albany Luxury 2BR Room with free Breakfast,466790114,Zohar,,FIFTH WARD,42.67651022767566,-73.78215501783329,Entire home/apt,47,1,3,2025-06-05,2.43,9,365,3,
1395631320915237453,Nice,594734396,Abdelrahman,,SECOND WARD,42.64481160353397,-73.7577543183059,Private room,57,1,0,,,2,338,0,
1395671676833912969,The Small Yellow Room with twin bed /tv,116935236,Felicisimo,,THIRTEENTH WARD,42.669917189344,-73.78632927186241,Private room,33,7,0,,,5,291,0,
1396921235971014566,New Bedroom Centrally Located! Parking & Laundry,55596850,Alain,,FOURTEENTH WARD,42.661116057130855,-73.79408139551636,Private room,39,5,0,,,3,317,0,
1402461183704514588,4 bedroom house in Albany,32379616,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Entire home/apt,129,28,0,,,5,352,0,
1405327220192978468,Room near SUNY Albany,32379616,Fabiola,,TENTH WARD,42.659903296506094,-73.78257397435888,Private room,44,28,0,,,5,363,0,
1405768102601327206,Historic Studio and Great Eats,382970529,Thomas,,SIXTH WARD,42.655450233068514,-73.76273815121087,Entire home/apt,89,3,0,,,15,239,0,
1414503206938039174,Beautiful 1 bed apartment,477328400,Tyler,,SEVENTH WARD,42.648787315458335,-73.76675859025983,Entire home/apt,107,1,1,2025-06-01,1,2,340,1,
1415264502554152450,Clean Albany by Shops,674118442,Jan,,ELEVENTH WARD,42.67847685573894,-73.78374210994188,Entire home/apt,67,1,0,,,3,329,0,
1415264548258356062,Standard Albany | Central,674118442,Jan,,ELEVENTH WARD,42.678554020497906,-73.78195666286844,Entire home/apt,98,1,0,,,3,175,0,
1415956224087762543,"Near All 
Downtown Albany Apartment",232589050,Lauren,,SECOND WARD,42.6456774,-73.7602082,Entire home/apt,89,1,5,2025-06-04,5,1,124,5,
1415989732108937584,Modern Albany Queen | Shops,674118442,Jan,,ELEVENTH WARD,42.67827868696797,-73.78394989604709,Entire home/apt,64,1,0,,,3,175,0,
1417686058428307591,Charming Historic Apartment,270608641,Enkelejda,,SIXTH WARD,42.65166,-73.76622,Entire home/apt,78,1,0,,,2,212,0,
1419803505997334256,Modern Historical Albany Living,51050977,Manuel P.,,NINTH WARD,42.6572643,-73.7769051,Entire home/apt,120,7,0,,,1,251,0,
1430417055174000914,Café Capriccio Suite,418024477,Marlene,,SECOND WARD,42.64619243272902,-73.75658877629596,Entire home/apt,150,1,0,,,1,159,0,
1432823196473666155,"Charming, Stylish Apt Downtown",531209536,Amar,,THIRD WARD,42.6579207870488,-73.75026566418697,Entire home/apt,107,28,0,,,2,274,0,
1434108183586713709,Cozy Albany Suite Next to Downtown with Gym,466790114,Zohar,,ELEVENTH WARD,42.682246872011966,-73.78338389658927,Entire home/apt,57,1,1,2025-06-07,1,9,365,1,
1434112653259573474,Stylish Albany Room minutes to Downtown,466790114,Zohar,,ELEVENTH WARD,42.680525565301686,-73.7852461638938,Entire home/apt,61,1,0,,,9,365,0,
